ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0048002	antigen processing and presentation of peptide antigen	32/748	87/4114	2.60661071758522e-05	0.00068589205746628	0.000625261036537614	PSMB1/AP2S1/KIF22/PSMC5/PSME1/PSMD8/LGMN/PSMB5/PSME2/PSMA7/PSMD7/AP1S1/PSMD14/CTSD/VAMP8/CLTA/PSMB2/PSMA1/PSMB7/DCTN3/PSMB6/KIF2C/SEC13/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/HLA-C/IKBKG/PSMB3	32
GO:0070129	regulation of mitochondrial translation	9/748	12/4114	2.70470529069494e-05	0.000705723523328386	0.000643339453930004	C1QBP/TSFM/TACO1/TRUB2/SHMT2/NGRN/COA3/MPV17L2/RCC1L	9
GO:0002220	innate immune response activating cell surface receptor signaling pathway	22/748	51/4114	2.88484707942134e-05	0.000720609075415726	0.000656909163079206	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/SKP1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/IKBKG/PSMB3	22
GO:0002223	stimulatory C-type lectin receptor signaling pathway	22/748	51/4114	2.88484707942134e-05	0.000720609075415726	0.000656909163079206	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/SKP1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/IKBKG/PSMB3	22
GO:0002758	innate immune response-activating signal transduction	22/748	51/4114	2.88484707942134e-05	0.000720609075415726	0.000656909163079206	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/SKP1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/IKBKG/PSMB3	22
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	22/748	51/4114	2.88484707942134e-05	0.000720609075415726	0.000656909163079206	PSMB1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/SKP1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/PSMB3	22
GO:1901532	regulation of hematopoietic progenitor cell differentiation	22/748	51/4114	2.88484707942134e-05	0.000720609075415726	0.000656909163079206	PSMB1/PDCD2/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/METTL3/PSMC3/PSMD13/PSMB8/PSMB3	22
GO:0002275	myeloid cell activation involved in immune response	46/748	143/4114	2.90100271906492e-05	0.000720609075415726	0.000656909163079206	PSMB1/CTSA/PPIE/GSTP1/FTL/PSMD7/HMOX2/PSMD14/QSOX1/LAMTOR2/PRDX6/CTSD/VAMP8/CYSTM1/PRDX4/SERPINB6/LGALS3/PSMB7/ILF2/GSN/PTGES2/EEF1A1/CSTB/PSMC2/APEH/PSMC3/CCT2/FTH1/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/TMEM179B/PSMD13/S100A13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/NME2	46
GO:0060218	hematopoietic stem cell differentiation	21/748	48/4114	3.38658775681462e-05	0.000834551982929316	0.0007607798227297	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/METTL3/PSMC3/PSMD13/PSMB8/PSMB3	21
GO:0001736	establishment of planar polarity	23/748	55/4114	3.48921142073779e-05	0.000839393319567269	0.000765193198174891	PSMB1/AP2S1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/DVL1/PFN1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/PSMB3	23
GO:0007164	establishment of tissue polarity	23/748	55/4114	3.48921142073779e-05	0.000839393319567269	0.000765193198174891	PSMB1/AP2S1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/DVL1/PFN1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/PSMB3	23
GO:0006396	RNA processing	91/748	342/4114	3.53140312955672e-05	0.000839393319567269	0.000765193198174891	PAF1/TSR3/UTP18/MRTO4/FTSJ1/HSD17B10/EXOSC7/PPIE/POLR2E/SNU13/RTCB/POLR2C/PIH1D1/POP4/RPS16/NOP53/DDX49/BUD31/C1QBP/RPS13/RPS15/SRSF7/PRDX6/EXOSC8/RPL5/MRM2/DDX39A/RRP36/SNRPC/SNRPD2/SNRPB/RALY/RBM42/SNRPN/NGDN/NSUN5/LSM7/LSM4/RPL27/LGALS3/GRSF1/CCNB1/RPL35/RPS6/PPIL1/NOL3/RPS2/EIF4A3/TXNL4A/RPS8/SNRPG/FARS2/ABT1/RPL7A/SSU72/SENP3/POLR3K/SNRNP25/THOC7/ELP6/POLR2H/RPS14/RPP25L/METTL3/TRUB2/DUS2/POLR2G/DUS1L/ELP5/TSEN34/EXOSC1/RPS21/MRM3/PPIH/POP7/TRMT112/SNHG29/AURKAIP1/POLR2L/MRPS11/NOP10/ARL6IP4/RPL35A/ALYREF/LAGE3/RPS26/RPL10A/NELFE/GTF2H4/EIF6/BOP1	91
GO:0015985	energy coupled proton transport, down electrochemical gradient	12/748	20/4114	3.61187097774311e-05	0.000839393319567269	0.000765193198174891	ATP5F1B/ATP5PB/ATP5MC2/ATP5F1A/ATP5MC3/ATP5PF/ATP5MC1/STOML2/ATP5MG/CYC1/ATP5MF/ATP5PO	12
GO:0015986	ATP synthesis coupled proton transport	12/748	20/4114	3.61187097774311e-05	0.000839393319567269	0.000765193198174891	ATP5F1B/ATP5PB/ATP5MC2/ATP5F1A/ATP5MC3/ATP5PF/ATP5MC1/STOML2/ATP5MG/CYC1/ATP5MF/ATP5PO	12
GO:0042776	mitochondrial ATP synthesis coupled proton transport	12/748	20/4114	3.61187097774311e-05	0.000839393319567269	0.000765193198174891	ATP5F1B/ATP5PB/ATP5MC2/ATP5F1A/ATP5MC3/ATP5PF/ATP5MC1/STOML2/ATP5MG/CYC1/ATP5MF/ATP5PO	12
GO:0002446	neutrophil mediated immunity	45/748	140/4114	3.6225025707573e-05	0.000839393319567269	0.000765193198174891	PSMB1/CTSA/PPIE/GSTP1/FTL/PSMD7/HMOX2/PSMD14/QSOX1/LAMTOR2/PRDX6/CTSD/VAMP8/CYSTM1/PRDX4/SERPINB6/LGALS3/PSMB7/ILF2/GSN/PTGES2/EEF1A1/CSTB/PSMC2/APEH/PSMC3/CCT2/FTH1/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/TMEM179B/PSMD13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/NME2	45
GO:0036230	granulocyte activation	45/748	140/4114	3.6225025707573e-05	0.000839393319567269	0.000765193198174891	PSMB1/CTSA/PPIE/GSTP1/FTL/PSMD7/HMOX2/PSMD14/QSOX1/LAMTOR2/PRDX6/CTSD/VAMP8/CYSTM1/PRDX4/SERPINB6/LGALS3/PSMB7/ILF2/GSN/PTGES2/EEF1A1/CSTB/PSMC2/APEH/PSMC3/CCT2/FTH1/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/TMEM179B/PSMD13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/NME2	45
GO:0010565	regulation of cellular ketone metabolic process	27/748	70/4114	4.23090449958886e-05	0.000965952828766428	0.000880565185711645	PSMB1/PSMC5/PSME1/COMT/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/OAZ1/PSMD14/PARK7/PSMB2/PSMA1/NR1H2/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/OAZ2/NQO1/PSMD13/PSMB8/EIF6/PSMB3	27
GO:0071347	cellular response to interleukin-1	27/748	70/4114	4.23090449958886e-05	0.000965952828766428	0.000880565185711645	PSMB1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/SKP1/HYAL1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/SQSTM1/PSMC2/PSMC3/OTUB1/PSMD13/PSMB8/UBA52/IKBKG/PSMB3	27
GO:0006099	tricarboxylic acid cycle	10/748	15/4114	4.63519807638167e-05	0.00105053211877118	0.000957667892999641	IDH3G/SDHA/FH/IDH3B/SDHB/PDHA1/MDH2/SUCLG1/SDHAF2/PDHB	10
GO:0052547	regulation of peptidase activity	34/748	97/4114	4.68838299073147e-05	0.00105488617291458	0.000961637060417768	BID/BAK1/PDCD2/FBLN1/BAX/PSME1/LGMN/PSME2/TIMP1/PIH1D1/PCOLCE/GAPDH/PSMD14/HTRA2/PARK7/CTSD/SERPINB6/PRDX5/ADRM1/MTCH1/NOL3/RCN3/GSN/RPS3/PINK1/CSTB/PTTG1/BEX3/PRELID1/TRIAP1/SFN/PSMB8/RACK1/PDCD6	34
GO:0050852	T cell receptor signaling pathway	27/748	71/4114	5.67234770586302e-05	0.00126709637602192	0.00115508844991031	PSMB1/PHPT1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/SKP1/PSMD14/EIF2B2/PSMB2/PSMA1/LGALS3/PSMB7/PSMB6/RPS3/PSMD4/PSMB4/PSMC2/STOML2/PSMC3/PSMD13/PSMB8/IKBKG/PSMB3	27
GO:0010952	positive regulation of peptidase activity	22/748	53/4114	5.91281207905617e-05	0.00131137725039067	0.0011954550135776	BID/BAK1/PDCD2/FBLN1/BAX/PSME1/LGMN/PSME2/PCOLCE/PSMD14/HTRA2/CTSD/ADRM1/MTCH1/RCN3/GSN/RPS3/PINK1/BEX3/PRELID1/RACK1/PDCD6	22
GO:0090407	organophosphate biosynthetic process	51/748	168/4114	6.20133564401175e-05	0.00136561327479833	0.00124489671868217	ELOVL1/COASY/ACOT7/TECR/NME4/AK1/PTPMT1/ATP5F1B/TPI1/DGUOK/ATP5PB/PIGT/DUT/PDHA1/ATP5MC2/DPM2/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SLC35B2/PINK1/ATP5MC1/FLAD1/FDPS/PMVK/NAXE/MTMR14/PIGO/STOML2/NNMT/ATP5MG/TK1/PDHB/DTYMK/AGPAT2/CTPS1/TYMS/IMPDH2/CYC1/PCYT2/PNP/APRT/CSNK2B/UQCC3/NAXD/NME1/ADSL/ATP5MF/ATP5PO/NME2	51
GO:0033209	tumor necrosis factor-mediated signaling pathway	26/748	68/4114	6.97802657743531e-05	0.00152582905091103	0.00139094984927528	PSMB1/GSTP1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/KRT18/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/ILK/KRT8/PSMD13/PSMB8/RACK1/IKBKG/PSMB3	26
GO:0006754	ATP biosynthetic process	14/748	27/4114	7.35454573406987e-05	0.00158996199475524	0.00144941361264407	ATP5F1B/ATP5PB/ATP5MC2/ATP5F1A/ATP5MC3/ATP5PF/PINK1/ATP5MC1/STOML2/ATP5MG/CYC1/UQCC3/ATP5MF/ATP5PO	14
GO:0062125	regulation of mitochondrial gene expression	9/748	13/4114	7.37373678727066e-05	0.00158996199475524	0.00144941361264407	C1QBP/TSFM/TACO1/TRUB2/SHMT2/NGRN/COA3/MPV17L2/RCC1L	9
GO:0071456	cellular response to hypoxia	31/748	88/4114	9.06230019544516e-05	0.00193258803576289	0.00176175242924533	PSMB1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/STUB1/ELOB/NOP53/CHCHD2/PSMD14/PSMB2/PSMA1/CCNB1/PSMB7/NOL3/PSMB6/PINK1/PSMD4/PSMB4/PSMC2/PSMC3/P4HB/PSMD13/PSMB8/PHB2/UBA52/PSMB3	31
GO:0002444	myeloid leukocyte mediated immunity	46/748	149/4114	9.08720944352277e-05	0.00193258803576289	0.00176175242924533	PSMB1/CTSA/PPIE/GSTP1/FTL/PSMD7/HMOX2/PSMD14/QSOX1/LAMTOR2/PRDX6/CTSD/VAMP8/CYSTM1/PRDX4/SERPINB6/LGALS3/PSMB7/ILF2/GSN/PTGES2/EEF1A1/CSTB/PSMC2/APEH/PSMC3/CCT2/FTH1/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/TMEM179B/PSMD13/S100A13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/NME2	46
GO:0006220	pyrimidine nucleotide metabolic process	10/748	16/4114	0.000103550502145844	0.0021724615483976	0.00198042176579071	NTHL1/NME4/SMUG1/DUT/DTYMK/CTPS1/TYMS/DCTPP1/NME1/NME2	10
GO:0010499	proteasomal ubiquitin-independent protein catabolic process	10/748	16/4114	0.000103550502145844	0.0021724615483976	0.00198042176579071	PSMB1/PSMB5/PSMA7/PSMB2/PSMA1/PSMB7/PSMB6/PSMB4/PSMB8/PSMB3	10
GO:0070555	response to interleukin-1	28/748	77/4114	0.000104864108021323	0.0021852554054108	0.00199208468010836	PSMB1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/TLE5/SKP1/HYAL1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/SQSTM1/PSMC2/PSMC3/OTUB1/PSMD13/PSMB8/UBA52/IKBKG/PSMB3	28
GO:0009147	pyrimidine nucleoside triphosphate metabolic process	8/748	11/4114	0.00011331897722656	0.0023457028285898	0.00213834898078752	NME4/DUT/DTYMK/CTPS1/TYMS/DCTPP1/NME1/NME2	8
GO:0038095	Fc-epsilon receptor signaling pathway	22/748	55/4114	0.000115057202343429	0.00236591134620097	0.00215677111956417	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/SKP1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/IKBKG/PSMB3	22
GO:1902600	proton transmembrane transport	26/748	70/4114	0.000123045836217116	0.00251353500956674	0.00229134524645308	ATP6AP1/SLC25A3/ATP5F1B/NDUFS7/PARK7/ATP5PB/ATP6V0B/COX6B1/ATP6V1F/ATP6V1E1/COX4I1/ATP5MC2/TACO1/SURF1/ATP5F1A/ATP5MC3/ATP5PF/ATP5MC1/STOML2/ATP5MG/COX8A/COX5A/CYC1/PHB2/ATP5MF/ATP5PO	26
GO:0045055	regulated exocytosis	56/748	194/4114	0.000127434282460806	0.00258616632052812	0.00235755614404615	PSMB1/CTSA/PPIE/GSTP1/FTL/TIMP1/PSMD7/HMOX2/NAPA/DVL1/LGALS3BP/PSMD14/QSOX1/LAMTOR2/PRDX6/CTSD/VAMP8/CYSTM1/PRDX4/SERPINB6/LGALS3/PSMB7/SOD1/SNAPIN/ILF2/SNAP47/GSN/PTGES2/EEF1A1/TAGLN2/CSTB/PSMC2/APEH/TEX264/CDK5/PSMC3/CCT2/FTH1/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/TMEM179B/PSMD13/S100A13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/NME2	56
GO:0002181	cytoplasmic translation	24/748	63/4114	0.00014131142590329	0.00284916868460854	0.00259730980351297	RPL18/FTSJ1/EIF3I/RPLP0/EIF3L/RPL18A/RPL19/RPL24/EIF3G/RPLP1/RPL13A/RPL8/EIF4A1/RPL29/METTL3/RPSA/CNBP/RPS21/RPL15/EIF3K/RPL35A/RPS26/RPL10A/TMA7	24
GO:0002218	activation of innate immune response	22/748	56/4114	0.000157650895752876	0.00315810342782374	0.00287893554281482	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/SKP1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/IKBKG/PSMB3	22
GO:0071453	cellular response to oxygen levels	33/748	99/4114	0.000184542337337905	0.00367310229124483	0.00334840988597588	PSMB1/ATP6AP1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/STUB1/ELOB/NOP53/CHCHD2/PSMD14/PSMB2/PSMA1/CCNB1/CCDC115/PSMB7/NOL3/PSMB6/PINK1/PSMD4/PSMB4/PSMC2/PSMC3/P4HB/PSMD13/PSMB8/PHB2/UBA52/PSMB3	33
GO:2000736	regulation of stem cell differentiation	21/748	53/4114	0.000192426375285739	0.00380562990612879	0.00346922241463863	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/METTL3/PSMC3/PSMD13/PSMB8/PSMB3	21
GO:1905330	regulation of morphogenesis of an epithelium	25/748	68/4114	0.00020004478605673	0.003931259877887	0.00358374703335474	PSMB1/AP2S1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/DVL1/PFN1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/FKBPL/PHB2/PSMB3	25
GO:0006886	intracellular protein transport	104/748	419/4114	0.00020567338172112	0.00401645188832754	0.00366140829823298	ARF5/BID/AP2S1/RPL18/CTSA/HSPB11/RPS5/BAX/RPLP0/AAAS/TIMM13/RPL3/SAMM50/IFT27/NUTF2/NUCB1/ECH1/OAZ1/STX10/RPS16/TIMM50/CDC37/NAPA/RPL18A/PMPCB/AP1S1/SEC61B/RPL28/RPL19/RPS13/AIP/RPL24/SNX17/RPS15/HTRA2/SRSF7/PARK7/RAB32/DYNC2I2/ACOT2/RPL5/CLTA/DDX39A/DYNLRB1/TIMM17B/TOMM40/RPL27/VPS25/ARFIP2/RAN/CAMK1/TIMM17A/RPL35/RPS6/RPLP1/PREB/RPS2/EIF4A3/TIMM29/RPS11/RPL13A/RPS8/SNAPIN/HAX1/RPL10/RPL7A/RPS3/OXA1L/SEC13/DHRS4/PINK1/RPL8/RPL29/MAIP1/THOC7/RPS14/CDK5/RPSA/SLC25A6/RAB24/RPS21/RPL15/CLTB/SFN/SSNA1/TIMM22/OAZ2/RPL35A/ALYREF/TMED9/UBE2L3/GSTK1/RPS26/PSAP/RPL37A/RPL12/GET3/ECI2/RPL10A/PHB2/UBA52/EIF6/PDCD6/TIMM23	104
GO:0035722	interleukin-12-mediated signaling pathway	10/748	17/4114	0.00021074538848405	0.00408977769526859	0.00372825230022112	RPLP0/PSME2/AIP/SOD1/GSTO1/HNRNPDL/CFL1/TALDO1/P4HB/PPIA	10
GO:0006457	protein folding	22/748	57/4114	0.000213608386710106	0.00411959031512348	0.00375542956432478	PPIE/PDRG1/CDC37/FKBP8/AIP/CCT4/QSOX1/P3H1/PRDX4/PFDN5/HSPBP1/CCT7/PPIL1/UNC45A/CCT6A/CCT2/TBCA/PPIH/P4HB/PPIA/PFDN6/CSNK2B	22
GO:0050851	antigen receptor-mediated signaling pathway	28/748	80/4114	0.000223658858260862	0.00428679478333319	0.0039078536053506	PSMB1/PHPT1/BAX/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/SKP1/PSMD14/EIF2B2/PSMB2/PSMA1/LGALS3/PSMB7/PSMB6/RPS3/PSMD4/PSMB4/PSMC2/STOML2/PSMC3/PSMD13/PSMB8/IKBKG/PSMB3	28
GO:0052548	regulation of endopeptidase activity	30/748	88/4114	0.000230075523758565	0.00438272700165856	0.00399530567250101	BID/BAK1/PDCD2/BAX/PSME1/LGMN/PSME2/TIMP1/PIH1D1/GAPDH/PSMD14/HTRA2/PARK7/CTSD/SERPINB6/PRDX5/ADRM1/MTCH1/NOL3/GSN/RPS3/CSTB/PTTG1/BEX3/PRELID1/TRIAP1/SFN/PSMB8/RACK1/PDCD6	30
GO:0001738	morphogenesis of a polarized epithelium	23/748	61/4114	0.000232134951216332	0.00439499404589459	0.00400648834288009	PSMB1/AP2S1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/DVL1/PFN1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/PSMB3	23
GO:0006163	purine nucleotide metabolic process	44/748	146/4114	0.0002379629135568	0.00447802937329614	0.00408218356972398	ELOVL1/COASY/AAAS/ACOT7/TECR/NME4/NUDT1/AK1/ATP5F1B/GAPDH/TPI1/DNPH1/DGUOK/ATP5PB/ACOT2/ITPA/PDHA1/RAN/ATP5MC2/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SEC13/SLC35B2/PINK1/ATP5MC1/JMJD8/PMVK/STOML2/ATP5MG/PDHB/PGAM1/IMPDH2/CYC1/PNP/APRT/UQCC3/NME1/ADSL/ATP5MF/ATP5PO/EIF6/NME2	44
GO:0042273	ribosomal large subunit biogenesis	18/748	43/4114	0.000244213003331577	0.00456796009243703	0.00416416465414465	MRTO4/RPLP0/SNU13/RPL3/NOP53/RPL24/RPL5/RPL35/RPL10/RPL7A/ZNF622/MRPL11/RPL35A/RPL12/RPL10A/EIF6/MRPL20/BOP1	18
GO:0072521	purine-containing compound metabolic process	45/748	151/4114	0.000268676674003342	0.004995455525631	0.00455387063595958	ELOVL1/COASY/AAAS/ACOT7/TECR/NME4/NUDT1/AK1/ATP5F1B/GAPDH/TPI1/DNPH1/DGUOK/ATP5PB/ACOT2/ITPA/PDHA1/RAN/ATP5MC2/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SEC13/SLC35B2/PINK1/ATP5MC1/JMJD8/PMVK/STOML2/ATP5MG/PDHB/PGAM1/IMPDH2/CYC1/SHMT2/PNP/APRT/UQCC3/NME1/ADSL/ATP5MF/ATP5PO/EIF6/NME2	45
GO:0031334	positive regulation of protein-containing complex assembly	27/748	77/4114	0.000278762077642293	0.00515212054213882	0.00469668688458726	BID/BAK1/BAX/PSMC5/RBX1/STUB1/PIH1D1/PFN1/ARPC3/PARK7/RPA2/ARPC1B/NR1H2/LGALS3/ARFIP2/ARPC5L/GSN/RPS3/RHOC/PINK1/PSMC2/PSMC3/MLST8/CORO1B/RACK1/ARL2/GTF2H4	27
GO:0036294	cellular response to decreased oxygen levels	31/748	93/4114	0.000287746571959163	0.00528670476883551	0.00481937422608652	PSMB1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/STUB1/ELOB/NOP53/CHCHD2/PSMD14/PSMB2/PSMA1/CCNB1/PSMB7/NOL3/PSMB6/PINK1/PSMD4/PSMB4/PSMC2/PSMC3/P4HB/PSMD13/PSMB8/PHB2/UBA52/PSMB3	31
GO:1901988	negative regulation of cell cycle phase transition	35/748	110/4114	0.000331236196564702	0.00604993170784352	0.00551513394775531	PSMB1/TRIP13/BAX/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/NOP53/BABAM1/SKP1/PSMD14/MAD2L2/CDC20/RPA2/CDKN2C/PSMB2/PRMT1/PSMA1/PCNA/CCNB1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/TRIAP1/SFN/PSMD13/PSMB8/PSMB3	35
GO:0072527	pyrimidine-containing compound metabolic process	13/748	27/4114	0.000347268364698817	0.00630566241163641	0.0057482587422291	NTHL1/ERH/NME4/SMUG1/DUT/TK1/DTYMK/CTPS1/TYMS/APOBEC3B/DCTPP1/NME1/NME2	13
GO:0072655	establishment of protein localization to mitochondrion	21/748	55/4114	0.000352867108187918	0.00637007192397376	0.00580697462617694	BID/BAX/TIMM13/SAMM50/TIMM50/PMPCB/AIP/HTRA2/TIMM17B/TOMM40/TIMM17A/TIMM29/HAX1/OXA1L/PINK1/MAIP1/SLC25A6/SFN/TIMM22/UBE2L3/TIMM23	21
GO:0071349	cellular response to interleukin-12	10/748	18/4114	0.000397502454464357	0.00711505104475418	0.00648609958787829	RPLP0/PSME2/AIP/SOD1/GSTO1/HNRNPDL/CFL1/TALDO1/P4HB/PPIA	10
GO:0006879	cellular iron ion homeostasis	11/748	21/4114	0.000398717836324389	0.00711505104475418	0.00648609958787829	ATP6AP1/FTL/HMOX2/GLRX3/SKP1/ABCB6/NEDD8/ISCU/CCDC115/SOD1/FTH1	11
GO:0035567	non-canonical Wnt signaling pathway	23/748	63/4114	0.000402254205932694	0.00713713891097723	0.0065062349458828	PSMB1/AP2S1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/DVL1/PFN1/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/PSMB3	23
GO:1901991	negative regulation of mitotic cell cycle phase transition	34/748	107/4114	0.000413068271861191	0.0072817196726179	0.00663803515540962	PSMB1/TRIP13/BAX/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/NOP53/SKP1/PSMD14/MAD2L2/CDC20/RPA2/CDKN2C/PSMB2/PRMT1/PSMA1/PCNA/CCNB1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/TRIAP1/SFN/PSMD13/PSMB8/PSMB3	34
GO:0034404	nucleobase-containing small molecule biosynthetic process	17/748	41/4114	0.000415093198728943	0.0072817196726179	0.00663803515540962	NTHL1/ACOT7/NME4/NUDT1/DNPH1/SMUG1/ITPA/DUT/NUDT5/TK1/DTYMK/IMPDH2/DCTPP1/PNP/APRT/NME1/NME2	17
GO:0090263	positive regulation of canonical Wnt signaling pathway	22/748	60/4114	0.000499307764929347	0.00870983488823383	0.00793990881073338	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/PSMD14/PSMB2/PIN1/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/ILK/PSMD13/PSMB8/PSMB3	22
GO:0006399	tRNA metabolic process	23/748	64/4114	0.000522438928685218	0.00906241828808716	0.00826132478232608	FTSJ1/HSD17B10/EXOSC7/RTCB/POP4/AIMP2/HARS2/EXOSC8/GRSF1/CARS2/FARS2/POLR3K/ELP6/RPP25L/DUS2/DUS1L/ELP5/HARS1/TSEN34/POP7/TRMT112/PPA1/LAGE3	23
